Date,Product_ID,Units_Sold,Inventory_Level,Unit_Price,Fuel_Price_Index,Weather_Condition,Shipping_Delay_Days,Lead_Time_Days
10-07-2027,PROD_003,71,595,11.46,1.5,Snow,1,6
11-07-2027,PROD_005,135,213,36.64,1.33,Rainy,3,9
12-07-2027,PROD_005,45,545,53.64,1.43,Sunny,2,2
13-07-2027,PROD_005,72,561,16.1,1.32,Snow,6,2
14-07-2027,PROD_003,48,288,59.13,1.44,Snow,6,8
15-07-2027,PROD_003,38,840,10.62,1.22,Storm,4,9
16-07-2027,PROD_002,298,258,54.31,1.3,Cloudy,3,2
17-07-2027,PROD_004,136,257,27.68,1.42,Cloudy,6,5
18-07-2027,PROD_001,125,387,16.63,1.46,Sunny,5,4
19-07-2027,PROD_005,246,783,17.87,1.01,Rainy,0,2
20-07-2027,PROD_002,205,693,45.06,1.05,Storm,5,8
21-07-2027,PROD_001,280,544,53.54,1.47,Cloudy,5,8
22-07-2027,PROD_002,35,264,42.05,1.28,Storm,2,3
23-07-2027,PROD_003,292,312,56.44,1.5,Rainy,4,9
24-07-2027,PROD_005,179,39,52.12,1.4,Snow,0,4
25-07-2027,PROD_001,269,997,10.45,1.41,Rainy,6,3
26-07-2027,PROD_001,243,819,43.47,1.19,Snow,0,5
27-07-2027,PROD_001,275,209,25.23,1.13,Rainy,5,2
28-07-2027,PROD_001,199,271,32.73,1.3,Storm,4,6
29-07-2027,PROD_001,39,135,14.7,1.44,Rainy,1,8
30-07-2027,PROD_002,131,598,24.1,1.36,Cloudy,4,2
31-07-2027,PROD_005,139,59,41.63,1.24,Cloudy,4,5
01-08-2027,PROD_003,213,509,20.92,1.38,Sunny,6,2
02-08-2027,PROD_003,130,675,42.38,1.35,Cloudy,6,8
03-08-2027,PROD_003,229,514,56.15,1.46,Cloudy,4,9
04-08-2027,PROD_003,20,14,10.25,1.13,Snow,3,2
05-08-2027,PROD_002,77,613,49.29,1.06,Storm,1,2
06-08-2027,PROD_004,112,254,42.07,1.24,Storm,6,5
07-08-2027,PROD_005,240,736,12.33,1.18,Snow,6,9
08-08-2027,PROD_001,230,721,49.51,1.49,Cloudy,2,2
09-08-2027,PROD_004,251,534,21.23,1,Rainy,0,7
10-08-2027,PROD_003,281,234,23.29,1.47,Snow,5,6
11-08-2027,PROD_004,122,130,14.68,1.48,Storm,3,9
12-08-2027,PROD_005,69,669,36.72,1.03,Sunny,1,9
13-08-2027,PROD_001,129,684,34.91,1.44,Storm,4,8
14-08-2027,PROD_001,107,16,27.36,1.24,Rainy,5,8
15-08-2027,PROD_005,39,881,18.44,1.38,Storm,6,6
16-08-2027,PROD_005,33,953,51.9,1.04,Snow,5,4
17-08-2027,PROD_003,152,825,53.82,1.48,Sunny,3,9
18-08-2027,PROD_001,53,991,37.03,1.3,Storm,3,4
19-08-2027,PROD_004,227,877,22.21,1.45,Snow,6,4
20-08-2027,PROD_002,218,184,14.81,1.34,Snow,6,4
21-08-2027,PROD_002,99,390,53.43,1.27,Snow,0,9
22-08-2027,PROD_005,90,422,14.8,1.09,Sunny,2,6
23-08-2027,PROD_003,174,845,10.66,1.09,Snow,1,9
24-08-2027,PROD_002,97,441,33.47,1.24,Sunny,5,4
25-08-2027,PROD_001,97,695,46.56,1.44,Rainy,5,3
26-08-2027,PROD_005,191,654,32.88,1.06,Rainy,1,7
27-08-2027,PROD_004,52,555,12.57,1.5,Rainy,1,5
28-08-2027,PROD_005,295,11,44.5,1.44,Snow,6,7
29-08-2027,PROD_004,26,519,42.12,1.2,Sunny,4,5
30-08-2027,PROD_005,179,79,44.08,1.13,Rainy,4,6
31-08-2027,PROD_005,259,808,20.56,1.46,Cloudy,3,9
01-09-2027,PROD_005,43,673,49.78,1.06,Rainy,5,5
02-09-2027,PROD_004,233,301,33.96,1.17,Snow,2,5
03-09-2027,PROD_004,89,215,36.82,1.04,Cloudy,0,8
04-09-2027,PROD_005,235,247,37.29,1.48,Storm,5,2
05-09-2027,PROD_002,123,540,24.34,1.31,Cloudy,6,9
06-09-2027,PROD_003,234,271,22.51,1.17,Storm,0,4
07-09-2027,PROD_003,73,132,10.24,1.14,Cloudy,2,8
08-09-2027,PROD_003,222,4,29.83,1.22,Sunny,1,4
09-09-2027,PROD_004,64,755,34.26,1.05,Cloudy,2,8
10-09-2027,PROD_004,217,541,47.14,1.44,Rainy,0,8
11-09-2027,PROD_002,235,628,13.33,1.26,Storm,4,2
12-09-2027,PROD_003,203,689,56.2,1.36,Storm,2,6
13-09-2027,PROD_003,46,772,23.2,1.12,Rainy,3,3
14-09-2027,PROD_005,185,746,28.34,1.25,Sunny,4,6
15-09-2027,PROD_004,293,140,12.42,1.11,Cloudy,3,3
16-09-2027,PROD_003,122,482,42.66,1.41,Sunny,3,3
17-09-2027,PROD_002,123,304,45.45,1.39,Rainy,6,8
18-09-2027,PROD_002,264,344,56.44,1.07,Cloudy,2,2
19-09-2027,PROD_003,188,561,26.84,1.04,Rainy,3,6
20-09-2027,PROD_004,135,269,22.87,1.41,Storm,5,4
21-09-2027,PROD_002,160,107,46.3,1.05,Storm,1,9
22-09-2027,PROD_005,144,557,45.34,1.27,Storm,2,8
23-09-2027,PROD_002,44,473,56.86,1.27,Snow,0,7
24-09-2027,PROD_001,213,81,20.27,1.1,Snow,1,6
25-09-2027,PROD_001,119,637,45.26,1.3,Storm,4,6
26-09-2027,PROD_004,24,83,13.34,1.25,Snow,2,7
27-09-2027,PROD_003,38,289,34.02,1.25,Snow,0,3
28-09-2027,PROD_004,189,70,15.97,1.18,Rainy,0,3
29-09-2027,PROD_004,293,174,42.66,1.42,Cloudy,2,4
30-09-2027,PROD_004,273,827,40.07,1.04,Storm,1,9
01-10-2027,PROD_004,140,841,12.44,1.22,Snow,5,7
02-10-2027,PROD_005,51,462,25.98,1.13,Rainy,0,7
03-10-2027,PROD_005,168,848,29.75,1.42,Rainy,2,4
04-10-2027,PROD_002,285,394,22.4,1.11,Cloudy,2,7
05-10-2027,PROD_001,56,865,11.93,1.38,Rainy,5,3
06-10-2027,PROD_004,196,90,25.94,1.31,Sunny,3,6
07-10-2027,PROD_002,32,468,49.63,1.44,Sunny,2,3
08-10-2027,PROD_001,202,862,28.01,1.3,Storm,6,5
09-10-2027,PROD_003,164,433,26.17,1.28,Cloudy,0,5
10-10-2027,PROD_005,284,248,57.09,1.4,Sunny,3,3
11-10-2027,PROD_001,107,643,12.08,1.28,Cloudy,0,4
12-10-2027,PROD_003,65,680,48.36,1.42,Storm,1,3
13-10-2027,PROD_001,138,954,34.15,1.02,Rainy,1,6
14-10-2027,PROD_005,38,571,57.22,1.25,Rainy,0,5
15-10-2027,PROD_005,239,880,29.67,1.41,Rainy,6,2
16-10-2027,PROD_002,252,848,45.4,1.42,Sunny,6,4
17-10-2027,PROD_004,113,240,13.5,1.42,Cloudy,4,2
18-10-2027,PROD_001,270,701,56.44,1.3,Sunny,4,4
19-10-2027,PROD_001,269,495,27.23,1.5,Snow,4,9
20-10-2027,PROD_003,251,339,36.2,1.09,Cloudy,0,2
21-10-2027,PROD_005,65,792,16.92,1.09,Storm,2,2
22-10-2027,PROD_001,65,743,57.28,1.02,Sunny,3,7
23-10-2027,PROD_005,33,470,43.65,1.49,Rainy,2,8
24-10-2027,PROD_001,104,462,12.7,1.17,Rainy,5,3
25-10-2027,PROD_002,22,800,17.76,1.38,Rainy,0,4
26-10-2027,PROD_004,47,274,29.99,1.03,Sunny,5,7
27-10-2027,PROD_001,176,824,20.84,1.15,Sunny,6,5
28-10-2027,PROD_005,194,14,25.23,1.31,Rainy,5,2
29-10-2027,PROD_002,133,40,59.87,1.26,Rainy,2,3
30-10-2027,PROD_001,269,964,42.93,1.1,Rainy,6,6
31-10-2027,PROD_003,78,207,56.11,1.23,Snow,5,4
01-11-2027,PROD_004,222,59,31.79,1.05,Sunny,1,4
02-11-2027,PROD_001,258,364,45.51,1.27,Rainy,3,9
03-11-2027,PROD_002,253,239,32.98,1.05,Storm,0,5
04-11-2027,PROD_003,114,607,26.41,1.32,Rainy,3,2
05-11-2027,PROD_002,160,789,35.96,1.08,Sunny,6,3
06-11-2027,PROD_002,132,938,31.37,1.27,Storm,4,9
07-11-2027,PROD_003,128,159,59.03,1.06,Sunny,4,2
08-11-2027,PROD_002,116,396,34.81,1.2,Sunny,6,3
09-11-2027,PROD_003,35,933,50.56,1.18,Sunny,1,5
10-11-2027,PROD_001,63,793,43.34,1.38,Cloudy,0,2
11-11-2027,PROD_003,249,499,33.98,1.32,Storm,4,6
12-11-2027,PROD_003,127,208,33.71,1.47,Snow,3,9
13-11-2027,PROD_004,236,132,27.09,1.46,Snow,6,5
14-11-2027,PROD_003,279,380,15.35,1.36,Cloudy,3,5
15-11-2027,PROD_003,215,432,48.07,1.39,Sunny,1,4
16-11-2027,PROD_001,114,608,55.9,1.31,Snow,5,3
17-11-2027,PROD_004,75,730,20.9,1.35,Storm,4,9
18-11-2027,PROD_005,51,388,56.28,1.31,Rainy,2,7
19-11-2027,PROD_001,250,996,21.62,1.16,Storm,4,2
20-11-2027,PROD_001,28,582,36.5,1.18,Sunny,1,3
21-11-2027,PROD_005,210,431,27.18,1.29,Storm,4,5
22-11-2027,PROD_003,219,273,15.73,1.36,Sunny,6,2
23-11-2027,PROD_002,180,350,12.64,1.2,Storm,0,9
24-11-2027,PROD_004,106,133,28.27,1.07,Cloudy,1,9
25-11-2027,PROD_002,40,65,12.37,1.23,Storm,6,6
26-11-2027,PROD_005,95,638,15.21,1.48,Snow,6,3
27-11-2027,PROD_001,160,204,17.11,1.11,Rainy,6,3
28-11-2027,PROD_001,145,297,10.1,1.32,Cloudy,2,6
29-11-2027,PROD_004,270,116,17.66,1.49,Storm,3,9
30-11-2027,PROD_001,103,947,38.86,1.19,Sunny,6,7
01-12-2027,PROD_001,67,266,50.98,1.44,Cloudy,4,7
02-12-2027,PROD_004,97,793,19.67,1.43,Snow,6,5
03-12-2027,PROD_004,49,148,14.04,1.17,Rainy,5,7
04-12-2027,PROD_005,155,193,46.48,1.05,Rainy,3,3
05-12-2027,PROD_001,159,679,10.41,1.09,Storm,6,4
06-12-2027,PROD_001,60,823,46.71,1.18,Snow,1,4
07-12-2027,PROD_005,69,885,16.56,1.48,Snow,3,2
08-12-2027,PROD_003,277,178,21.41,1.14,Rainy,5,6
09-12-2027,PROD_003,289,147,16,1.46,Rainy,5,5
10-12-2027,PROD_003,153,464,22.37,1.09,Snow,5,4
11-12-2027,PROD_005,253,975,49.91,1.48,Rainy,5,2
12-12-2027,PROD_001,147,568,16.63,1.15,Sunny,0,8
13-12-2027,PROD_005,123,4,59.71,1.32,Rainy,5,2
14-12-2027,PROD_005,273,525,26.35,1.03,Sunny,1,7
15-12-2027,PROD_003,114,279,56.1,1.15,Rainy,1,3
16-12-2027,PROD_002,236,498,19.5,1.11,Cloudy,4,5
17-12-2027,PROD_001,80,835,19.39,1,Cloudy,6,8
18-12-2027,PROD_003,287,435,38.27,1.08,Cloudy,1,8
19-12-2027,PROD_002,260,815,12.53,1.3,Sunny,0,8
20-12-2027,PROD_002,32,215,50.05,1.19,Sunny,4,8
21-12-2027,PROD_004,166,686,31.98,1.36,Storm,0,7
22-12-2027,PROD_001,259,827,44.96,1.34,Storm,2,7
23-12-2027,PROD_002,108,968,18.73,1.4,Rainy,4,8
24-12-2027,PROD_003,114,514,42.12,1.43,Sunny,1,9
25-12-2027,PROD_004,44,886,39.7,1.41,Cloudy,1,4
26-12-2027,PROD_001,291,136,47.78,1.22,Cloudy,1,6
27-12-2027,PROD_005,185,977,24.87,1.15,Cloudy,2,7
28-12-2027,PROD_003,269,611,56.66,1.25,Rainy,0,3
29-12-2027,PROD_002,106,594,58.07,1.27,Sunny,1,4
30-12-2027,PROD_002,161,279,53.41,1.16,Rainy,5,2
31-12-2027,PROD_003,153,131,38.6,1.27,Snow,3,9
01-01-2028,PROD_002,298,392,31.01,1.05,Snow,5,7
02-01-2028,PROD_004,145,480,12.9,1.12,Storm,6,6
03-01-2028,PROD_001,160,512,57.36,1.37,Sunny,1,2
04-01-2028,PROD_004,122,627,57.59,1.09,Cloudy,4,7
05-01-2028,PROD_002,245,418,10.93,1.07,Sunny,4,3
06-01-2028,PROD_005,82,201,27.84,1.14,Storm,3,6
07-01-2028,PROD_001,273,651,54,1.19,Cloudy,6,9
08-01-2028,PROD_001,199,657,14.04,1.16,Rainy,6,6
09-01-2028,PROD_003,59,461,19.83,1.19,Cloudy,2,3
10-01-2028,PROD_003,283,777,58.93,1.07,Snow,4,8
11-01-2028,PROD_005,208,201,52.36,1.08,Rainy,2,9
12-01-2028,PROD_001,27,913,55.6,1.12,Cloudy,2,2
13-01-2028,PROD_005,123,151,17.11,1.2,Rainy,3,7
14-01-2028,PROD_003,244,896,20.57,1.17,Snow,4,6
15-01-2028,PROD_003,53,221,40.27,1.4,Snow,5,9
16-01-2028,PROD_001,255,78,35.09,1.26,Sunny,6,9
17-01-2028,PROD_004,247,199,24.93,1.29,Snow,1,9
18-01-2028,PROD_002,207,761,54.19,1.28,Snow,5,5
19-01-2028,PROD_003,41,98,55.07,1.2,Snow,5,5
20-01-2028,PROD_003,59,977,24.58,1.49,Storm,5,7
21-01-2028,PROD_004,192,911,17.79,1.02,Snow,6,2
22-01-2028,PROD_004,198,212,17.45,1.11,Sunny,2,6
23-01-2028,PROD_005,105,142,34.22,1.14,Rainy,2,8
24-01-2028,PROD_005,152,701,16.65,1.44,Storm,4,9
25-01-2028,PROD_002,32,388,33.67,1.46,Rainy,4,2
26-01-2028,PROD_002,47,812,33.1,1.42,Rainy,5,5
27-01-2028,PROD_001,103,373,54.21,1.21,Sunny,3,6
28-01-2028,PROD_005,299,51,24.81,1.46,Storm,0,6
29-01-2028,PROD_003,282,966,38.03,1.05,Cloudy,5,7
30-01-2028,PROD_005,185,623,47.17,1.33,Snow,5,7
31-01-2028,PROD_003,87,134,39.8,1.47,Rainy,6,7
01-02-2028,PROD_004,245,410,57.7,1.38,Rainy,6,9
02-02-2028,PROD_005,189,984,40.11,1.14,Sunny,0,9
03-02-2028,PROD_004,105,469,55.09,1.36,Sunny,6,7
04-02-2028,PROD_002,152,111,22.25,1.15,Sunny,0,2
05-02-2028,PROD_002,197,524,38.04,1.06,Storm,2,9
06-02-2028,PROD_001,271,784,37.17,1.36,Snow,3,9
07-02-2028,PROD_005,34,744,59.47,1.09,Storm,6,8
08-02-2028,PROD_004,242,43,20.23,1.06,Sunny,0,6
09-02-2028,PROD_003,220,396,17.05,1.28,Sunny,5,2
10-02-2028,PROD_002,126,985,40.58,1.31,Rainy,4,8
11-02-2028,PROD_002,269,584,21.18,1.03,Storm,6,4
12-02-2028,PROD_003,108,260,41.96,1,Storm,5,8
13-02-2028,PROD_004,144,742,58.62,1.44,Snow,6,4
14-02-2028,PROD_004,132,544,57.33,1.06,Storm,2,8
15-02-2028,PROD_005,156,387,21.56,1.29,Snow,2,8
16-02-2028,PROD_005,266,475,18.54,1.48,Cloudy,5,9
17-02-2028,PROD_001,185,409,38.04,1.26,Snow,6,5
18-02-2028,PROD_002,169,579,39.34,1.07,Sunny,4,5
19-02-2028,PROD_005,87,15,43.11,1.2,Cloudy,3,3
20-02-2028,PROD_004,240,996,47.07,1.31,Rainy,3,4
21-02-2028,PROD_003,290,661,40.05,1.38,Rainy,0,8
22-02-2028,PROD_004,39,803,15.59,1.3,Rainy,4,8
23-02-2028,PROD_002,119,101,49.51,1.02,Sunny,1,4
24-02-2028,PROD_004,271,185,13.98,1.07,Rainy,3,9
25-02-2028,PROD_001,96,950,11,1.19,Snow,0,8
26-02-2028,PROD_002,154,930,48.48,1.35,Sunny,2,7
27-02-2028,PROD_003,192,24,37.42,1.29,Storm,3,9
28-02-2028,PROD_001,220,71,44.93,1.02,Sunny,1,9
29-02-2028,PROD_002,236,592,29.14,1.4,Sunny,2,9
01-03-2028,PROD_003,227,572,10.55,1.3,Storm,2,7
02-03-2028,PROD_001,93,17,26.55,1.44,Snow,6,9
03-03-2028,PROD_001,30,753,40.41,1.21,Cloudy,4,3
04-03-2028,PROD_002,275,569,21.29,1.25,Storm,4,2
05-03-2028,PROD_005,31,331,44.39,1.2,Sunny,5,4
06-03-2028,PROD_001,97,888,49.72,1.36,Rainy,3,7
07-03-2028,PROD_001,191,568,32.71,1.38,Storm,1,4
08-03-2028,PROD_003,115,96,53.79,1.36,Storm,4,8
09-03-2028,PROD_004,292,726,52.74,1.15,Cloudy,0,5
10-03-2028,PROD_002,198,830,53.9,1.32,Sunny,2,9
11-03-2028,PROD_002,83,11,43.05,1.17,Rainy,0,3
12-03-2028,PROD_005,151,10,25.24,1.42,Rainy,2,3
13-03-2028,PROD_005,291,908,34.06,1.03,Cloudy,0,5
14-03-2028,PROD_002,128,162,45.53,1.02,Rainy,2,8
15-03-2028,PROD_005,292,282,20.53,1.05,Snow,4,9
16-03-2028,PROD_003,187,728,46.94,1.1,Storm,0,4
17-03-2028,PROD_002,199,871,37.4,1.02,Storm,3,6
18-03-2028,PROD_005,77,834,14.8,1.04,Rainy,3,3
19-03-2028,PROD_002,98,240,37.86,1.15,Rainy,1,9
20-03-2028,PROD_004,80,856,13.34,1.05,Rainy,1,4
21-03-2028,PROD_001,140,44,10.72,1.4,Storm,6,2
22-03-2028,PROD_002,226,969,54.48,1.03,Rainy,5,8
23-03-2028,PROD_001,53,592,34.5,1.45,Snow,1,3
24-03-2028,PROD_005,89,254,37.16,1.44,Snow,0,5
25-03-2028,PROD_001,36,66,24,1.1,Storm,2,8
26-03-2028,PROD_002,39,917,37.14,1.04,Sunny,5,3
27-03-2028,PROD_004,88,613,18.44,1.05,Sunny,1,5
28-03-2028,PROD_005,234,973,47.28,1.28,Sunny,4,2
29-03-2028,PROD_002,180,602,51.17,1.3,Snow,3,4
30-03-2028,PROD_005,121,41,52.79,1.16,Cloudy,3,9
31-03-2028,PROD_003,225,787,15.33,1.15,Sunny,4,5
01-04-2028,PROD_001,164,815,37.89,1.27,Cloudy,3,5
02-04-2028,PROD_003,76,785,50.44,1.15,Storm,0,7
03-04-2028,PROD_002,102,383,16.41,1.47,Snow,6,2
04-04-2028,PROD_004,288,588,14.98,1.19,Sunny,4,6
05-04-2028,PROD_005,206,233,50.85,1.11,Snow,6,3
06-04-2028,PROD_001,25,965,49.84,1.07,Storm,0,8
07-04-2028,PROD_005,129,713,32.43,1.32,Snow,5,7
08-04-2028,PROD_002,157,484,15.49,1.16,Rainy,6,6
09-04-2028,PROD_005,70,732,35.81,1.09,Sunny,3,3
10-04-2028,PROD_001,70,773,29.74,1.14,Snow,4,2
11-04-2028,PROD_002,106,38,35.93,1.15,Snow,4,2
12-04-2028,PROD_005,87,10,31.99,1.31,Snow,5,6
13-04-2028,PROD_004,103,623,38.43,1.09,Storm,5,2
14-04-2028,PROD_002,61,408,46.36,1.37,Sunny,5,4
15-04-2028,PROD_002,238,107,48.74,1.15,Sunny,4,6
16-04-2028,PROD_004,76,93,42.45,1.24,Rainy,3,5
17-04-2028,PROD_003,245,822,19.95,1.33,Rainy,3,5
18-04-2028,PROD_001,215,83,29.86,1.27,Snow,3,2
19-04-2028,PROD_003,267,57,13.56,1.33,Sunny,1,2
20-04-2028,PROD_005,185,292,32.58,1.16,Sunny,1,3
21-04-2028,PROD_004,81,15,58.52,1.48,Snow,6,8
22-04-2028,PROD_003,282,990,42.09,1.23,Cloudy,2,6
23-04-2028,PROD_002,131,476,17.73,1.16,Sunny,6,7
24-04-2028,PROD_005,272,837,23.43,1.15,Snow,4,6
25-04-2028,PROD_005,218,604,13.23,1.02,Snow,6,4
26-04-2028,PROD_003,197,991,19.12,1.34,Cloudy,3,8
27-04-2028,PROD_003,45,968,34.39,1.13,Rainy,4,5
28-04-2028,PROD_004,265,164,27.24,1.48,Snow,5,8
29-04-2028,PROD_001,38,436,20.2,1.11,Sunny,0,5
30-04-2028,PROD_003,284,726,17.33,1.26,Rainy,0,4
01-05-2028,PROD_003,39,655,42.8,1.37,Rainy,3,3
02-05-2028,PROD_002,125,785,37.91,1.44,Rainy,1,4
03-05-2028,PROD_005,256,402,52.13,1.08,Snow,6,3
04-05-2028,PROD_001,265,939,19.16,1.49,Sunny,2,9
05-05-2028,PROD_002,100,385,52.4,1.45,Cloudy,6,3
06-05-2028,PROD_004,169,953,38.9,1.48,Storm,1,9
07-05-2028,PROD_004,29,137,23.31,1.43,Storm,4,8
08-05-2028,PROD_003,243,715,23.68,1.44,Rainy,1,7
09-05-2028,PROD_003,283,813,29.52,1.3,Storm,3,3
10-05-2028,PROD_004,168,721,33.01,1.42,Storm,5,9
11-05-2028,PROD_003,297,530,14.13,1.27,Snow,5,8
12-05-2028,PROD_001,293,805,52.1,1.27,Cloudy,1,2
13-05-2028,PROD_003,213,292,16.08,1.28,Storm,0,2
14-05-2028,PROD_005,191,474,34.17,1.5,Cloudy,3,3
15-05-2028,PROD_003,284,879,29.15,1.05,Storm,6,9
16-05-2028,PROD_002,45,461,35.61,1.4,Rainy,3,9
17-05-2028,PROD_001,45,812,54.37,1.14,Rainy,6,9
18-05-2028,PROD_002,53,372,59.45,1.18,Cloudy,3,4
19-05-2028,PROD_002,283,161,11.01,1.04,Cloudy,1,4
20-05-2028,PROD_005,157,641,29.66,1.18,Cloudy,0,4
21-05-2028,PROD_001,202,43,50.88,1.5,Cloudy,1,2
22-05-2028,PROD_001,261,864,26.33,1.2,Sunny,4,7
23-05-2028,PROD_001,73,82,42.45,1.33,Rainy,5,8
24-05-2028,PROD_001,187,891,59.61,1.06,Storm,2,3
25-05-2028,PROD_001,138,635,42.34,1.46,Sunny,2,5
26-05-2028,PROD_005,162,538,15.56,1.41,Cloudy,5,4
27-05-2028,PROD_003,100,815,52.15,1.19,Storm,2,8
28-05-2028,PROD_002,264,861,58.33,1.17,Rainy,5,8
29-05-2028,PROD_001,81,518,45.63,1.22,Cloudy,4,7
30-05-2028,PROD_003,65,410,30.95,1.2,Snow,4,2
31-05-2028,PROD_003,106,340,57.42,1.13,Cloudy,4,6
01-06-2028,PROD_002,118,710,58.43,1.5,Storm,0,9
02-06-2028,PROD_005,72,623,56.76,1.41,Rainy,3,3
03-06-2028,PROD_004,211,88,30.59,1.13,Cloudy,5,4
04-06-2028,PROD_004,99,639,49.49,1.49,Rainy,6,2
05-06-2028,PROD_003,35,229,42.71,1.01,Sunny,4,9
06-06-2028,PROD_002,213,17,18.99,1.22,Snow,2,6
07-06-2028,PROD_004,160,800,36.78,1.28,Sunny,5,3
08-06-2028,PROD_003,127,672,47.38,1.02,Snow,6,5
09-06-2028,PROD_005,284,863,54.8,1.08,Sunny,6,3
10-06-2028,PROD_004,228,889,53.13,1.13,Rainy,2,9
11-06-2028,PROD_003,184,280,17.73,1.36,Rainy,5,3
12-06-2028,PROD_003,171,909,34.4,1.47,Sunny,5,8
13-06-2028,PROD_001,287,421,33.91,1.31,Storm,1,4
14-06-2028,PROD_005,170,677,54.94,1.28,Sunny,6,7
15-06-2028,PROD_001,226,771,10.1,1.27,Cloudy,3,3
16-06-2028,PROD_002,274,875,46.94,1.18,Storm,4,6
17-06-2028,PROD_001,160,701,40.93,1.41,Rainy,3,6
18-06-2028,PROD_001,115,337,56.08,1.27,Sunny,4,9
19-06-2028,PROD_004,246,265,32.85,1.12,Storm,2,3
20-06-2028,PROD_003,212,802,42.88,1.07,Cloudy,3,3
21-06-2028,PROD_005,137,354,58.64,1.49,Snow,3,7
22-06-2028,PROD_001,24,359,47.2,1.01,Rainy,4,6
23-06-2028,PROD_005,262,790,13.37,1.47,Storm,4,6
24-06-2028,PROD_001,40,216,18.38,1.11,Storm,6,4
25-06-2028,PROD_002,171,320,51.07,1.33,Storm,3,5
26-06-2028,PROD_001,147,849,26.74,1.15,Sunny,5,6
27-06-2028,PROD_004,143,718,45.3,1.43,Rainy,4,5
28-06-2028,PROD_003,165,664,44.99,1.27,Rainy,3,5
29-06-2028,PROD_002,296,991,59.69,1.07,Sunny,1,6
30-06-2028,PROD_001,171,692,33.49,1.13,Sunny,3,7
01-07-2028,PROD_005,130,211,46.89,1.16,Sunny,0,7
02-07-2028,PROD_002,135,784,12.44,1.44,Cloudy,3,4
03-07-2028,PROD_002,207,952,33.13,1.38,Storm,6,3
04-07-2028,PROD_001,76,202,19.33,1.41,Cloudy,6,7
05-07-2028,PROD_002,270,716,52.03,1.03,Rainy,5,2
06-07-2028,PROD_005,169,984,52,1.29,Sunny,1,9
07-07-2028,PROD_002,181,915,21.82,1.5,Storm,1,3
08-07-2028,PROD_005,139,895,25.91,1.39,Snow,5,2
09-07-2028,PROD_001,89,152,45.12,1.06,Storm,6,9
10-07-2028,PROD_003,118,681,46.91,1.34,Snow,6,6
11-07-2028,PROD_002,186,428,42.88,1.37,Storm,2,3
12-07-2028,PROD_003,170,752,59.83,1.26,Sunny,5,3
13-07-2028,PROD_005,21,286,53.43,1.04,Snow,2,2
14-07-2028,PROD_002,171,756,30.85,1.02,Snow,6,4
15-07-2028,PROD_004,84,320,26.35,1.47,Rainy,0,9
16-07-2028,PROD_003,88,435,39.84,1.13,Storm,4,9
17-07-2028,PROD_002,140,591,50.88,1.19,Cloudy,4,7
18-07-2028,PROD_003,128,495,33.77,1.4,Cloudy,1,6
19-07-2028,PROD_002,266,603,46.88,1.34,Rainy,1,6
20-07-2028,PROD_001,112,148,10.96,1.48,Rainy,2,7
21-07-2028,PROD_003,287,541,56.29,1.05,Rainy,6,6
22-07-2028,PROD_004,122,634,48.69,1.35,Sunny,1,3
23-07-2028,PROD_004,131,898,29.71,1.04,Sunny,3,8
24-07-2028,PROD_005,81,481,29.2,1,Sunny,3,5
25-07-2028,PROD_002,155,325,15.14,1.06,Sunny,0,8
26-07-2028,PROD_003,74,938,50.81,1.31,Rainy,6,2
27-07-2028,PROD_005,127,28,48.43,1.34,Rainy,3,9
28-07-2028,PROD_003,277,258,41.51,1.22,Sunny,0,7
29-07-2028,PROD_002,272,697,15.07,1.02,Sunny,2,3
30-07-2028,PROD_004,241,928,23.12,1.32,Snow,3,9
31-07-2028,PROD_001,186,74,32.95,1.04,Storm,0,4
01-08-2028,PROD_004,179,556,23.3,1.07,Snow,6,4
02-08-2028,PROD_005,185,580,31.7,1.26,Storm,4,3
03-08-2028,PROD_001,224,497,21.3,1.17,Sunny,0,2
04-08-2028,PROD_005,286,415,27.48,1.23,Sunny,5,7
05-08-2028,PROD_002,157,878,42.61,1.32,Sunny,6,6
06-08-2028,PROD_001,267,721,54.62,1.08,Snow,3,6
07-08-2028,PROD_005,74,750,29.25,1.45,Rainy,0,9
08-08-2028,PROD_002,228,339,44.6,1.28,Storm,5,5
09-08-2028,PROD_004,36,307,16.74,1.01,Snow,2,7
10-08-2028,PROD_002,87,703,37.04,1.31,Sunny,1,9
11-08-2028,PROD_003,152,883,56.09,1.23,Rainy,4,3
12-08-2028,PROD_002,207,614,11.4,1.35,Snow,2,5
13-08-2028,PROD_002,157,240,23.38,1.39,Storm,4,4
14-08-2028,PROD_003,193,252,16.62,1.47,Sunny,4,8
15-08-2028,PROD_005,116,935,36.66,1.5,Storm,5,8
16-08-2028,PROD_005,190,219,43.98,1.27,Sunny,0,9
17-08-2028,PROD_002,173,396,12.89,1.28,Sunny,6,6
18-08-2028,PROD_003,202,985,13.51,1.01,Cloudy,1,9
19-08-2028,PROD_003,261,335,53.48,1.43,Storm,0,8
20-08-2028,PROD_004,46,728,32.81,1.01,Rainy,0,7
21-08-2028,PROD_005,79,713,33.15,1.32,Sunny,3,6
22-08-2028,PROD_001,221,28,57.23,1.05,Rainy,0,8
23-08-2028,PROD_005,269,493,26.01,1.14,Snow,1,5
24-08-2028,PROD_005,88,958,54.85,1.07,Sunny,2,3
