Date,Product_ID,Units_Sold,Inventory_Level,Unit_Price,Fuel_Price_Index,Weather_Condition,Shipping_Delay_Days,Lead_Time_Days,Delay_Risk
2028-02-17,0,185,409,38.04,1.26,4,6,5,True
2028-02-18,1,169,579,39.34,1.07,0,4,5,True
2028-02-19,4,87,15,43.11,1.2,1,3,3,True
2028-02-20,3,240,996,47.07,1.31,2,3,4,True
2028-02-21,2,290,661,40.05,1.38,2,0,8,False
2028-02-22,3,39,803,15.59,1.3,2,4,8,True
2028-02-23,1,119,101,49.51,1.02,0,1,4,False
2028-02-24,3,271,185,13.98,1.07,2,3,9,True
2028-02-25,0,96,950,11.0,1.19,4,0,8,False
2028-02-26,1,154,930,48.48,1.35,0,2,7,False
2028-02-27,2,192,24,37.42,1.29,3,3,9,True
2028-02-28,0,220,71,44.93,1.02,0,1,9,False
2028-02-29,1,236,592,29.14,1.4,0,2,9,False
2028-03-01,2,227,572,10.55,1.3,3,2,7,False
2028-03-02,0,93,17,26.55,1.44,4,6,9,True
2028-03-03,0,30,753,40.41,1.21,1,4,3,True
2028-03-04,1,275,569,21.29,1.25,3,4,2,True
2028-03-05,4,31,331,44.39,1.2,0,5,4,True
2028-03-06,0,97,888,49.72,1.36,2,3,7,True
2028-03-07,0,191,568,32.71,1.38,3,1,4,False
2028-03-08,2,115,96,53.79,1.36,3,4,8,True
2028-03-09,3,292,726,52.74,1.15,1,0,5,False
2028-03-10,1,198,830,53.9,1.32,0,2,9,False
2028-03-11,1,83,11,43.05,1.17,2,0,3,False
2028-03-12,4,151,10,25.24,1.42,2,2,3,False
2028-03-13,4,291,908,34.06,1.03,1,0,5,False
2028-03-14,1,128,162,45.53,1.02,2,2,8,False
2028-03-15,4,292,282,20.53,1.05,4,4,9,True
2028-03-16,2,187,728,46.94,1.1,3,0,4,False
2028-03-17,1,199,871,37.4,1.02,3,3,6,True
2028-03-18,4,77,834,14.8,1.04,2,3,3,True
2028-03-19,1,98,240,37.86,1.15,2,1,9,False
2028-03-20,3,80,856,13.34,1.05,2,1,4,False
2028-03-21,0,140,44,10.72,1.4,3,6,2,True
2028-03-22,1,226,969,54.48,1.03,2,5,8,True
2028-03-23,0,53,592,34.5,1.45,4,1,3,False
2028-03-24,4,89,254,37.16,1.44,4,0,5,False
2028-03-25,0,36,66,24.0,1.1,3,2,8,False
2028-03-26,1,39,917,37.14,1.04,0,5,3,True
2028-03-27,3,88,613,18.44,1.05,0,1,5,False
2028-03-28,4,234,973,47.28,1.28,0,4,2,True
2028-03-29,1,180,602,51.17,1.3,4,3,4,True
2028-03-30,4,121,41,52.79,1.16,1,3,9,True
2028-03-31,2,225,787,15.33,1.15,0,4,5,True
2028-04-01,0,164,815,37.89,1.27,1,3,5,True
2028-04-02,2,76,785,50.44,1.15,3,0,7,False
2028-04-03,1,102,383,16.41,1.47,4,6,2,True
2028-04-04,3,288,588,14.98,1.19,0,4,6,True
2028-04-05,4,206,233,50.85,1.11,4,6,3,True
2028-04-06,0,25,965,49.84,1.07,3,0,8,False
2028-04-07,4,129,713,32.43,1.32,4,5,7,True
2028-04-08,1,157,484,15.49,1.16,2,6,6,True
2028-04-09,4,70,732,35.81,1.09,0,3,3,True
2028-04-10,0,70,773,29.74,1.14,4,4,2,True
2028-04-11,1,106,38,35.93,1.15,4,4,2,True
2028-04-12,4,87,10,31.99,1.31,4,5,6,True
2028-04-13,3,103,623,38.43,1.09,3,5,2,True
2028-04-14,1,61,408,46.36,1.37,0,5,4,True
2028-04-15,1,238,107,48.74,1.15,0,4,6,True
2028-04-16,3,76,93,42.45,1.24,2,3,5,True
2028-04-17,2,245,822,19.95,1.33,2,3,5,True
2028-04-18,0,215,83,29.86,1.27,4,3,2,True
2028-04-19,2,267,57,13.56,1.33,0,1,2,False
2028-04-20,4,185,292,32.58,1.16,0,1,3,False
2028-04-21,3,81,15,58.52,1.48,4,6,8,True
2028-04-22,2,282,990,42.09,1.23,1,2,6,False
2028-04-23,1,131,476,17.73,1.16,0,6,7,True
2028-04-24,4,272,837,23.43,1.15,4,4,6,True
2028-04-25,4,218,604,13.23,1.02,4,6,4,True
2028-04-26,2,197,991,19.12,1.34,1,3,8,True
2028-04-27,2,45,968,34.39,1.13,2,4,5,True
2028-04-28,3,265,164,27.24,1.48,4,5,8,True
2028-04-29,0,38,436,20.2,1.11,0,0,5,False
2028-04-30,2,284,726,17.33,1.26,2,0,4,False
2028-05-01,2,39,655,42.8,1.37,2,3,3,True
2028-05-02,1,125,785,37.91,1.44,2,1,4,False
2028-05-03,4,256,402,52.13,1.08,4,6,3,True
2028-05-04,0,265,939,19.16,1.49,0,2,9,False
2028-05-05,1,100,385,52.4,1.45,1,6,3,True
2028-05-06,3,169,953,38.9,1.48,3,1,9,False
2028-05-07,3,29,137,23.31,1.43,3,4,8,True
2028-05-08,2,243,715,23.68,1.44,2,1,7,False
2028-05-09,2,283,813,29.52,1.3,3,3,3,True
2028-05-10,3,168,721,33.01,1.42,3,5,9,True
2028-05-11,2,297,530,14.13,1.27,4,5,8,True
2028-05-12,0,293,805,52.1,1.27,1,1,2,False
2028-05-13,2,213,292,16.08,1.28,3,0,2,False
2028-05-14,4,191,474,34.17,1.5,1,3,3,True
2028-05-15,2,284,879,29.15,1.05,3,6,9,True
2028-05-16,1,45,461,35.61,1.4,2,3,9,True
2028-05-17,0,45,812,54.37,1.14,2,6,9,True
2028-05-18,1,53,372,59.45,1.18,1,3,4,True
2028-05-19,1,283,161,11.01,1.04,1,1,4,False
2028-05-20,4,157,641,29.66,1.18,1,0,4,False
2028-05-21,0,202,43,50.88,1.5,1,1,2,False
2028-05-22,0,261,864,26.33,1.2,0,4,7,True
2028-05-23,0,73,82,42.45,1.33,2,5,8,True
2028-05-24,0,187,891,59.61,1.06,3,2,3,False
2028-05-25,0,138,635,42.34,1.46,0,2,5,False
2028-05-26,4,162,538,15.56,1.41,1,5,4,True
2028-05-27,2,100,815,52.15,1.19,3,2,8,False
2028-05-28,1,264,861,58.33,1.17,2,5,8,True
2028-05-29,0,81,518,45.63,1.22,1,4,7,True
2028-05-30,2,65,410,30.95,1.2,4,4,2,True
2028-05-31,2,106,340,57.42,1.13,1,4,6,True
2028-06-01,1,118,710,58.43,1.5,3,0,9,False
2028-06-02,4,72,623,56.76,1.41,2,3,3,True
2028-06-03,3,211,88,30.59,1.13,1,5,4,True
2028-06-04,3,99,639,49.49,1.49,2,6,2,True
2028-06-05,2,35,229,42.71,1.01,0,4,9,True
2028-06-06,1,213,17,18.99,1.22,4,2,6,False
2028-06-07,3,160,800,36.78,1.28,0,5,3,True
2028-06-08,2,127,672,47.38,1.02,4,6,5,True
2028-06-09,4,284,863,54.8,1.08,0,6,3,True
2028-06-10,3,228,889,53.13,1.13,2,2,9,False
2028-06-11,2,184,280,17.73,1.36,2,5,3,True
2028-06-12,2,171,909,34.4,1.47,0,5,8,True
2028-06-13,0,287,421,33.91,1.31,3,1,4,False
2028-06-14,4,170,677,54.94,1.28,0,6,7,True
2028-06-15,0,226,771,10.1,1.27,1,3,3,True
2028-06-16,1,274,875,46.94,1.18,3,4,6,True
2028-06-17,0,160,701,40.93,1.41,2,3,6,True
2028-06-18,0,115,337,56.08,1.27,0,4,9,True
2028-06-19,3,246,265,32.85,1.12,3,2,3,False
2028-06-20,2,212,802,42.88,1.07,1,3,3,True
2028-06-21,4,137,354,58.64,1.49,4,3,7,True
2028-06-22,0,24,359,47.2,1.01,2,4,6,True
2028-06-23,4,262,790,13.37,1.47,3,4,6,True
2028-06-24,0,40,216,18.38,1.11,3,6,4,True
2028-06-25,1,171,320,51.07,1.33,3,3,5,True
2028-06-26,0,147,849,26.74,1.15,0,5,6,True
2028-06-27,3,143,718,45.3,1.43,2,4,5,True
2028-06-28,2,165,664,44.99,1.27,2,3,5,True
2028-06-29,1,296,991,59.69,1.07,0,1,6,False
2028-06-30,0,171,692,33.49,1.13,0,3,7,True
2028-07-01,4,130,211,46.89,1.16,0,0,7,False
2028-07-02,1,135,784,12.44,1.44,1,3,4,True
2028-07-03,1,207,952,33.13,1.38,3,6,3,True
2028-07-04,0,76,202,19.33,1.41,1,6,7,True
2028-07-05,1,270,716,52.03,1.03,2,5,2,True
2028-07-06,4,169,984,52.0,1.29,0,1,9,False
2028-07-07,1,181,915,21.82,1.5,3,1,3,False
2028-07-08,4,139,895,25.91,1.39,4,5,2,True
2028-07-09,0,89,152,45.12,1.06,3,6,9,True
2028-07-10,2,118,681,46.91,1.34,4,6,6,True
2028-07-11,1,186,428,42.88,1.37,3,2,3,False
2028-07-12,2,170,752,59.83,1.26,0,5,3,True
2028-07-13,4,21,286,53.43,1.04,4,2,2,False
2028-07-14,1,171,756,30.85,1.02,4,6,4,True
2028-07-15,3,84,320,26.35,1.47,2,0,9,False
2028-07-16,2,88,435,39.84,1.13,3,4,9,True
2028-07-17,1,140,591,50.88,1.19,1,4,7,True
2028-07-18,2,128,495,33.77,1.4,1,1,6,False
2028-07-19,1,266,603,46.88,1.34,2,1,6,False
2028-07-20,0,112,148,10.96,1.48,2,2,7,False
2028-07-21,2,287,541,56.29,1.05,2,6,6,True
2028-07-22,3,122,634,48.69,1.35,0,1,3,False
2028-07-23,3,131,898,29.71,1.04,0,3,8,True
2028-07-24,4,81,481,29.2,1.0,0,3,5,True
2028-07-25,1,155,325,15.14,1.06,0,0,8,False
2028-07-26,2,74,938,50.81,1.31,2,6,2,True
2028-07-27,4,127,28,48.43,1.34,2,3,9,True
2028-07-28,2,277,258,41.51,1.22,0,0,7,False
2028-07-29,1,272,697,15.07,1.02,0,2,3,False
2028-07-30,3,241,928,23.12,1.32,4,3,9,True
2028-07-31,0,186,74,32.95,1.04,3,0,4,False
2028-08-01,3,179,556,23.3,1.07,4,6,4,True
2028-08-02,4,185,580,31.7,1.26,3,4,3,True
2028-08-03,0,224,497,21.3,1.17,0,0,2,False
2028-08-04,4,286,415,27.48,1.23,0,5,7,True
2028-08-05,1,157,878,42.61,1.32,0,6,6,True
2028-08-06,0,267,721,54.62,1.08,4,3,6,True
2028-08-07,4,74,750,29.25,1.45,2,0,9,False
2028-08-08,1,228,339,44.6,1.28,3,5,5,True
2028-08-09,3,36,307,16.74,1.01,4,2,7,False
2028-08-10,1,87,703,37.04,1.31,0,1,9,False
2028-08-11,2,152,883,56.09,1.23,2,4,3,True
2028-08-12,1,207,614,11.4,1.35,4,2,5,False
2028-08-13,1,157,240,23.38,1.39,3,4,4,True
2028-08-14,2,193,252,16.62,1.47,0,4,8,True
2028-08-15,4,116,935,36.66,1.5,3,5,8,True
2028-08-16,4,190,219,43.98,1.27,0,0,9,False
2028-08-17,1,173,396,12.89,1.28,0,6,6,True
2028-08-18,2,202,985,13.51,1.01,1,1,9,False
2028-08-19,2,261,335,53.48,1.43,3,0,8,False
2028-08-20,3,46,728,32.81,1.01,2,0,7,False
2028-08-21,4,79,713,33.15,1.32,0,3,6,True
2028-08-22,0,221,28,57.23,1.05,2,0,8,False
2028-08-23,4,269,493,26.01,1.14,4,1,5,False
2028-08-24,4,88,958,54.85,1.07,0,2,3,False
2028-08-25,3,40,997,58.71,1.07,0,5,5,True
2028-08-26,0,171,723,22.08,1.04,0,0,7,False
2028-08-27,3,121,501,35.7,1.16,2,1,4,False
2028-08-28,0,114,153,36.72,1.21,1,0,7,False
2028-08-29,1,248,991,53.31,1.23,3,5,3,True
2028-08-30,0,144,230,25.2,1.22,0,4,7,True
2028-08-31,3,277,101,49.9,1.26,3,5,4,True
2028-09-01,4,255,826,58.55,1.43,3,0,3,False
2028-09-02,0,181,176,52.02,1.32,3,3,5,True
2028-09-03,0,61,692,55.46,1.01,2,4,2,True
2028-09-04,2,295,983,45.42,1.09,3,1,5,False
2028-09-05,4,87,926,55.2,1.17,4,5,3,True
2028-09-06,1,192,231,18.24,1.47,2,0,7,False
2028-09-07,3,144,11,45.62,1.04,2,6,4,True
2028-09-08,1,189,185,46.59,1.36,4,4,5,True
2028-09-09,4,66,760,31.96,1.02,1,4,3,True
2028-09-10,0,280,931,13.99,1.18,1,2,4,False
2028-09-11,0,236,265,41.12,1.39,0,4,8,True
2028-09-12,4,143,901,12.59,1.17,1,5,4,True
2028-09-13,0,181,134,29.12,1.22,0,1,4,False
2028-09-14,0,220,756,29.68,1.45,3,6,7,True
2028-09-15,0,294,30,59.95,1.03,0,0,3,False
2028-09-16,3,225,858,24.99,1.26,1,5,4,True
2028-09-17,3,59,455,51.02,1.18,0,4,4,True
2028-09-18,2,292,258,12.66,1.48,2,6,5,True
2028-09-19,1,207,103,36.49,1.4,1,1,4,False
2028-09-20,4,112,430,36.83,1.06,0,2,8,False
2028-09-21,4,61,381,41.44,1.46,1,0,7,False
2028-09-22,4,126,468,50.5,1.11,4,3,2,True
2028-09-23,2,84,512,48.1,1.04,1,4,9,True
2028-09-24,3,154,940,48.05,1.27,4,4,3,True
2028-09-25,2,43,949,31.61,1.37,0,2,4,False
2028-09-26,4,47,945,46.37,1.36,4,1,8,False
2028-09-27,1,81,206,34.57,1.27,1,2,8,False
2028-09-28,0,292,646,13.35,1.25,2,1,9,False
2028-09-29,3,248,446,54.51,1.48,4,0,4,False
2028-09-30,3,39,782,54.51,1.41,1,4,6,True
2028-10-01,2,22,88,26.14,1.35,2,3,9,True
2028-10-02,3,237,194,55.7,1.1,3,2,5,False
2028-10-03,4,155,413,47.9,1.41,4,5,4,True
2028-10-04,4,22,121,30.04,1.37,4,3,5,True
2028-10-05,2,212,461,26.58,1.5,0,3,5,True
2028-10-06,4,92,115,58.76,1.07,3,4,2,True
2028-10-07,1,137,195,45.63,1.36,0,4,3,True
2028-10-08,2,173,35,28.94,1.49,0,6,2,True
2028-10-09,1,228,66,42.1,1.23,1,6,3,True
2028-10-10,0,53,644,38.58,1.37,0,5,6,True
2028-10-11,1,156,280,36.23,1.49,4,3,8,True
2028-10-12,0,139,478,42.24,1.27,0,0,2,False
2028-10-13,0,134,10,36.88,1.35,2,5,5,True
2028-10-14,1,32,967,42.74,1.01,4,3,9,True
2028-10-15,2,88,729,55.38,1.26,1,1,9,False
2028-10-16,4,276,321,59.66,1.13,0,5,4,True
2028-10-17,4,108,667,45.46,1.07,2,6,6,True
2028-10-18,0,66,239,56.39,1.35,2,1,3,False
2028-10-19,0,279,59,52.92,1.02,4,1,2,False
2028-10-20,2,247,649,24.75,1.45,0,1,6,False
2028-10-21,3,199,561,56.65,1.26,2,2,7,False
2028-10-22,1,29,678,13.54,1.32,0,6,2,True
2028-10-23,0,145,164,26.5,1.13,4,0,5,False
2028-10-24,4,153,830,42.0,1.09,3,2,7,False
2028-10-25,2,174,188,36.35,1.12,2,2,2,False
2028-10-26,1,267,486,37.12,1.12,1,1,3,False
2028-10-27,2,159,980,49.74,1.43,0,0,7,False
2028-10-28,1,195,91,19.74,1.39,4,6,8,True
2028-10-29,1,193,805,59.1,1.43,4,0,7,False
2028-10-30,0,93,887,31.87,1.37,1,3,3,True
2028-10-31,2,162,288,57.49,1.32,3,5,4,True
2028-11-01,2,131,508,29.16,1.26,0,2,4,False
2028-11-02,4,225,74,40.09,1.13,3,5,9,True
2028-11-03,4,150,556,32.52,1.35,4,5,9,True
2028-11-04,0,129,427,43.8,1.07,2,0,3,False
2028-11-05,0,86,384,19.18,1.26,3,6,8,True
2028-11-06,3,105,52,30.03,1.1,2,4,3,True
2028-11-07,4,294,174,13.42,1.25,1,5,3,True
2028-11-08,1,246,672,39.91,1.15,4,2,6,False
2028-11-09,2,29,578,58.13,1.03,2,5,7,True
2028-11-10,0,131,473,12.3,1.25,0,0,8,False
2028-11-11,2,43,910,42.98,1.09,4,4,2,True
2028-11-12,2,187,360,48.75,1.08,1,5,6,True
2028-11-13,3,128,269,20.66,1.19,0,4,8,True
2028-11-14,4,209,406,23.65,1.18,4,4,5,True
2028-11-15,0,215,123,20.08,1.43,3,1,4,False
2028-11-16,2,52,693,24.87,1.28,4,6,2,True
2028-11-17,0,224,375,15.5,1.43,0,6,4,True
2028-11-18,1,201,391,28.52,1.07,2,6,8,True
2028-11-19,3,166,181,28.45,1.18,2,3,5,True
2028-11-20,1,287,35,50.36,1.28,4,5,3,True
2028-11-21,0,30,211,50.05,1.08,4,5,4,True
2028-11-22,0,89,895,49.84,1.06,1,3,3,True
2028-11-23,4,275,947,38.35,1.33,3,0,4,False
2028-11-24,2,238,133,26.29,1.33,1,6,8,True
2028-11-25,2,278,864,30.55,1.12,1,0,5,False
2028-11-26,1,22,923,25.89,1.11,2,5,4,True
2028-11-27,3,103,689,39.1,1.37,2,6,5,True
2028-11-28,2,175,677,56.9,1.06,0,5,8,True
2028-11-29,4,170,925,24.22,1.46,1,3,2,True
2028-11-30,1,195,490,32.94,1.47,0,4,6,True
2028-12-01,1,214,848,42.76,1.44,4,0,5,False
2028-12-02,4,126,840,52.23,1.11,0,5,4,True
2028-12-03,3,153,987,22.67,1.01,2,1,2,False
2028-12-04,4,295,437,24.01,1.47,1,6,8,True
2028-12-05,3,174,838,54.26,1.17,2,1,5,False
2028-12-06,4,296,45,14.01,1.16,4,3,4,True
2028-12-07,4,255,667,40.27,1.13,3,0,7,False
2028-12-08,0,259,400,53.02,1.12,1,0,5,False
2028-12-09,1,32,487,56.09,1.37,2,5,5,True
2028-12-10,4,54,431,10.63,1.45,3,5,3,True
2028-12-11,4,66,427,28.48,1.39,4,6,4,True
2028-12-12,2,233,747,22.86,1.34,3,4,6,True
2028-12-13,1,165,827,38.4,1.14,2,0,5,False
2028-12-14,2,178,571,41.64,1.27,2,3,9,True
2028-12-15,1,144,516,59.99,1.12,4,0,2,False
2028-12-16,2,129,964,35.64,1.06,4,5,4,True
2028-12-17,4,56,461,37.57,1.06,3,0,6,False
2028-12-18,4,296,965,30.72,1.3,3,1,4,False
2028-12-19,0,33,902,17.38,1.02,2,3,7,True
2028-12-20,2,251,180,25.17,1.49,4,2,6,False
2028-12-21,3,143,144,22.35,1.5,0,3,9,True
2028-12-22,0,298,826,50.06,1.07,4,3,6,True
2028-12-23,2,130,264,37.29,1.21,1,5,5,True
2028-12-24,2,143,734,24.81,1.38,1,2,3,False
2028-12-25,0,49,405,34.45,1.48,4,6,4,True
2028-12-26,4,134,812,20.94,1.45,3,5,9,True
2028-12-27,2,109,968,19.26,1.13,1,2,2,False
2028-12-28,4,231,954,53.0,1.04,2,1,7,False
2028-12-29,0,57,847,57.24,1.14,2,4,9,True
2028-12-30,4,102,483,14.0,1.22,2,3,2,True
2028-12-31,1,46,481,48.24,1.18,4,3,3,True
2029-01-01,3,236,236,32.67,1.39,1,3,2,True
2029-01-02,2,234,524,29.45,1.13,3,3,4,True
2029-01-03,3,240,338,44.47,1.43,2,1,9,False
2029-01-04,4,34,267,23.31,1.11,3,3,2,True
2029-01-05,2,278,931,11.03,1.18,2,2,7,False
2029-01-06,4,285,265,20.7,1.22,4,2,4,False
2029-01-07,1,139,527,19.25,1.15,2,0,6,False
2029-01-08,0,147,91,11.7,1.38,4,1,5,False
2029-01-09,2,230,247,26.07,1.2,1,0,3,False
2029-01-10,1,30,18,33.73,1.44,1,3,3,True
2029-01-11,1,195,871,46.79,1.48,3,6,8,True
2029-01-12,2,152,389,26.28,1.43,2,1,2,False
2029-01-13,4,33,387,19.73,1.26,1,6,4,True
2029-01-14,1,69,925,21.53,1.25,0,1,7,False
2029-01-15,3,91,614,54.56,1.11,0,4,5,True
2029-01-16,1,88,94,20.24,1.3,3,4,7,True
2029-01-17,4,35,429,53.96,1.48,1,6,2,True
2029-01-18,4,75,794,32.35,1.04,4,0,7,False
2029-01-19,3,124,940,56.72,1.38,0,0,9,False
2029-01-20,1,151,724,30.4,1.43,1,2,5,False
2029-01-21,4,67,36,18.88,1.49,4,6,4,True
2029-01-22,2,267,392,37.45,1.17,2,2,7,False
2029-01-23,0,292,572,39.39,1.18,1,5,2,True
2029-01-24,0,130,290,41.77,1.11,2,6,9,True
2029-01-25,0,57,873,30.57,1.39,0,5,9,True
2029-01-26,1,259,302,12.43,1.07,2,6,2,True
2029-01-27,3,140,755,41.34,1.13,0,5,7,True
2029-01-28,4,67,916,56.65,1.15,3,2,9,False
2029-01-29,2,29,400,57.88,1.19,3,1,8,False
2029-01-30,2,252,822,39.84,1.21,0,3,5,True
2029-01-31,1,55,343,10.99,1.28,4,0,2,False
2029-02-01,0,23,862,15.3,1.47,3,2,7,False
2029-02-02,1,63,517,51.7,1.12,4,6,5,True
2029-02-03,3,75,376,51.49,1.39,4,1,9,False
2029-02-04,3,61,930,57.3,1.34,4,4,7,True
2029-02-05,4,274,817,38.19,1.06,1,3,7,True
2029-02-06,4,247,164,53.19,1.41,1,4,4,True
2029-02-07,3,133,12,51.24,1.05,4,5,5,True
2029-02-08,3,256,24,39.47,1.37,0,6,4,True
2029-02-09,3,193,735,49.18,1.36,3,4,4,True
2029-02-10,1,274,122,16.29,1.34,2,6,6,True
2029-02-11,3,296,128,41.96,1.14,1,3,5,True
2029-02-12,2,88,816,57.67,1.29,1,1,3,False
2029-02-13,0,249,633,18.1,1.38,2,6,8,True
2029-02-14,3,86,546,47.2,1.32,4,4,6,True
2029-02-15,0,55,594,26.04,1.4,2,1,6,False
2029-02-16,1,178,308,50.86,1.34,4,4,5,True
2029-02-17,0,168,435,44.86,1.14,1,2,6,False
2029-02-18,1,46,181,56.31,1.08,2,6,6,True
2029-02-19,2,91,587,45.6,1.32,0,5,9,True
2029-02-20,1,267,615,30.52,1.38,3,3,8,True
2029-02-21,1,120,743,10.54,1.07,3,0,2,False
2029-02-22,4,209,814,49.65,1.09,3,3,8,True
2029-02-23,3,115,42,30.42,1.01,2,4,8,True
2029-02-24,3,297,403,43.53,1.27,4,4,4,True
2029-02-25,2,36,928,15.25,1.27,1,5,3,True
2029-02-26,2,282,604,54.55,1.25,3,6,5,True
2029-02-27,3,126,655,31.78,1.16,2,2,9,False
2029-02-28,4,87,765,55.98,1.21,3,2,8,False
2029-03-01,3,147,589,45.35,1.38,4,3,2,True
2029-03-02,4,115,262,16.07,1.09,0,0,7,False
2029-03-03,2,20,69,38.96,1.1,0,5,7,True
2029-03-04,0,199,660,55.5,1.33,1,3,9,True
2029-03-05,2,200,291,50.0,1.43,0,0,3,False
2029-03-06,2,254,213,30.9,1.17,0,1,8,False
2029-03-07,1,27,871,57.75,1.47,2,4,8,True
2029-03-08,1,46,821,23.43,1.03,2,1,9,False
2029-03-09,1,165,146,28.76,1.06,1,3,9,True
2029-03-10,1,110,24,47.49,1.23,1,0,3,False
2029-03-11,4,291,322,21.65,1.36,2,0,2,False
2029-03-12,3,24,995,35.77,1.19,0,1,7,False
2029-03-13,0,101,108,46.44,1.28,4,2,5,False
2029-03-14,2,238,692,42.2,1.01,0,2,4,False
2029-03-15,4,137,250,17.77,1.23,0,5,8,True
2029-03-16,0,100,481,41.48,1.12,4,1,2,False
2029-03-17,4,89,714,38.64,1.26,1,2,6,False
2029-03-18,4,134,815,37.89,1.26,2,0,7,False
2029-03-19,2,282,681,51.3,1.38,1,3,8,True
2029-03-20,3,161,174,19.19,1.27,1,2,3,False
2029-03-21,1,226,346,47.58,1.31,1,5,6,True
2029-03-22,3,130,169,48.05,1.26,2,0,5,False
2029-03-23,2,131,1,46.13,1.5,1,5,7,True
2029-03-24,2,62,645,35.3,1.4,1,6,7,True
2029-03-25,2,147,638,29.78,1.38,3,3,4,True
2029-03-26,0,204,557,29.73,1.31,0,0,4,False
2029-03-27,3,248,705,46.69,1.26,3,6,4,True
2029-03-28,3,240,361,34.89,1.17,2,6,7,True
2029-03-29,4,136,720,26.92,1.39,4,6,8,True
2029-03-30,4,89,295,41.27,1.09,4,4,8,True
2029-03-31,4,89,569,51.85,1.02,3,6,6,True
2029-04-01,2,129,589,13.08,1.35,3,3,8,True
2029-04-02,3,151,201,58.61,1.07,3,4,5,True
2029-04-03,2,75,288,14.83,1.45,0,6,6,True
2029-04-04,0,108,61,35.59,1.39,2,2,7,False
2029-04-05,4,156,501,38.01,1.3,1,5,3,True
2029-04-06,2,150,779,16.91,1.16,3,2,4,False
2029-04-07,2,237,125,55.78,1.32,0,0,5,False
2029-04-08,0,195,991,33.57,1.24,4,1,6,False
2029-04-09,1,190,48,17.16,1.15,4,0,8,False
2029-04-10,3,119,599,45.58,1.47,4,6,6,True
2029-04-11,1,148,845,43.17,1.08,3,5,8,True
2029-04-12,4,76,772,58.14,1.38,4,5,6,True
2029-04-13,2,200,178,32.08,1.4,4,5,6,True
2029-04-14,0,265,580,23.39,1.48,4,4,7,True
2029-04-15,0,163,878,13.0,1.27,1,5,6,True
2029-04-16,3,70,927,46.66,1.27,4,3,9,True
2029-04-17,1,237,492,40.86,1.46,0,1,3,False
2029-04-18,3,123,432,58.63,1.4,3,0,4,False
2029-04-19,2,74,992,45.61,1.38,1,4,8,True
2029-04-20,3,276,571,56.66,1.39,1,4,6,True
2029-04-21,0,175,301,59.58,1.25,3,2,3,False
2029-04-22,0,72,963,31.42,1.02,4,0,7,False
2029-04-23,4,206,760,17.51,1.1,4,0,8,False
2029-04-24,4,169,989,19.79,1.32,2,5,5,True
2029-04-25,2,283,168,25.92,1.2,4,6,5,True
2029-04-26,1,269,976,35.44,1.3,0,5,7,True
2029-04-27,3,230,962,16.12,1.28,4,4,3,True
2029-04-28,2,44,268,25.09,1.22,3,0,8,False
2029-04-29,4,171,363,25.39,1.12,4,5,3,True
2029-04-30,3,43,623,10.2,1.36,3,6,8,True
2029-05-01,4,271,99,27.71,1.45,1,2,9,False
2029-05-02,3,79,913,15.81,1.38,2,1,3,False
2029-05-03,1,85,214,31.49,1.06,1,4,9,True
2029-05-04,2,72,994,19.83,1.27,3,2,5,False
2029-05-05,3,125,624,51.11,1.42,2,2,6,False
2029-05-06,0,115,96,14.03,1.3,1,3,8,True
2029-05-07,0,195,818,53.28,1.22,4,1,8,False
2029-05-08,3,58,629,39.03,1.14,4,2,4,False
2029-05-09,3,187,547,32.93,1.17,2,3,6,True
2029-05-10,3,61,336,37.49,1.12,1,3,8,True
2029-05-11,0,123,358,28.81,1.1,0,0,2,False
2029-05-12,0,223,289,16.38,1.29,0,5,3,True
2029-05-13,3,27,395,48.29,1.25,0,2,6,False
2029-05-14,4,62,900,56.4,1.37,1,4,9,True
2029-05-15,4,129,815,57.5,1.15,1,0,4,False
2029-05-16,1,229,359,43.54,1.23,1,1,6,False
2029-05-17,2,256,346,30.52,1.34,3,5,2,True
2029-05-18,4,68,123,33.92,1.48,0,4,2,True
2029-05-19,0,134,551,42.85,1.17,0,4,6,True
2029-05-20,4,174,652,51.15,1.15,0,3,7,True
2029-05-21,1,156,537,28.73,1.22,3,2,7,False
2029-05-22,1,186,653,55.84,1.36,3,3,7,True
2029-05-23,2,218,863,26.21,1.48,1,3,4,True
2029-05-24,4,90,906,36.54,1.27,0,2,6,False
2029-05-25,0,26,421,58.07,1.41,0,2,3,False
2029-05-26,0,219,335,56.91,1.23,4,6,4,True
2029-05-27,3,86,502,44.79,1.02,4,2,9,False
2029-05-28,0,157,56,26.23,1.45,4,3,5,True
2029-05-29,2,261,661,20.95,1.14,3,5,4,True
2029-05-30,2,232,878,14.01,1.07,1,6,6,True
2029-05-31,0,200,911,45.43,1.5,2,2,6,False
2029-06-01,0,273,716,35.17,1.17,0,2,5,False
2029-06-02,3,120,75,38.61,1.07,4,4,2,True
2029-06-03,0,106,465,33.62,1.16,0,3,6,True
2029-06-04,3,204,284,34.15,1.26,0,2,2,False
2029-06-05,3,110,721,38.56,1.04,0,3,2,True
2029-06-06,0,267,385,55.71,1.18,1,1,3,False
2029-06-07,1,233,949,11.47,1.33,0,0,7,False
2029-06-08,1,268,769,50.08,1.46,1,4,2,True
2029-06-09,3,145,258,29.53,1.2,2,6,4,True
2029-06-10,0,23,476,47.25,1.28,2,4,7,True
